continent,date,new_cases,stringency_index,total_cases
Asia,2020-03-05,1286,958.8,91084
Asia,2020-03-06,2036,1038.42,93120
Asia,2020-03-07,1756,1068.97,94876
Asia,2020-03-08,1202,1082.86,96078
Asia,2020-03-09,908,1114.34,96986
Asia,2020-03-10,1189,1222.21,98175
Asia,2020-03-11,1721,1300.0,99896
Asia,2020-03-12,1359,1330.57,101255
Asia,2020-03-13,1821,1464.82,103076
Asia,2020-03-14,1908,1544.45,104984
Asia,2020-03-15,1943,1675.93,106927
Asia,2020-03-16,1723,1873.6399999999999,108650
Asia,2020-03-17,1994,1948.15,110644
Asia,2020-03-18,2137,2287.97,112781
Asia,2020-03-19,2140,2411.11,114921
Asia,2020-03-20,2703,2441.66,117624
Asia,2020-03-21,2557,2506.46,120181
Asia,2020-03-22,3234,2710.64,123415
Asia,2020-03-23,3075,2835.2,126490
Asia,2020-03-24,3619,2911.14,130109
Asia,2020-03-25,5412,2990.78,135521
Asia,2020-03-26,5722,3041.7,141243
Asia,2020-03-27,7111,3170.4,148354
Asia,2020-03-28,7200,3248.16,155554
Asia,2020-03-29,7240,3264.83,162794
Asia,2020-03-30,7256,3344.47,170050
Asia,2020-03-31,8983,3380.59,179033
Asia,2020-04-01,8586,3408.38,187619
Asia,2020-04-02,9140,3408.38,196759
Asia,2020-04-03,8740,3428.28,205499
Asia,2020-04-04,8983,3440.3,214482
Asia,2020-04-05,9917,3456.03,224399
Asia,2020-04-06,9995,3476.42,234394
Asia,2020-04-07,9567,3518.56,243961
Asia,2020-04-08,9905,3521.32,253866
Asia,2020-04-09,10221,3528.73,264087
Asia,2020-04-10,11127,3598.17,275214
Asia,2020-04-11,12001,3591.69,287215
Asia,2020-04-12,11630,3599.1,298845
Asia,2020-04-13,11549,3600.03,310394
Asia,2020-04-14,11471,3604.65,321865
Asia,2020-04-15,11381,3593.07,333246
Asia,2020-04-16,12372,3597.7,345618
Asia,2020-04-17,12770,3583.83,358388
Asia,2020-04-18,12121,3559.75,370509
Asia,2020-04-19,12270,3558.81,382779
Asia,2020-04-20,13993,3510.67,396772
Asia,2020-04-21,13678,3491.23,410450
Asia,2020-04-22,12196,3487.06,422646
Asia,2020-04-23,12781,3487.06,435427
Asia,2020-04-24,13017,3494.46,448444
Asia,2020-04-25,12005,3494.46,460449
Asia,2020-04-26,11507,3490.75,471956
Asia,2020-04-27,11085,3473.14,483041
Asia,2020-04-28,11909,3489.82,494950
Asia,2020-04-29,12936,3484.26,507886
Asia,2020-04-30,13078,3525.93,520964
Asia,2020-05-01,13157,3521.3,534121
Asia,2020-05-02,12077,3512.04,546198
Asia,2020-05-03,12676,3495.39,558874
Asia,2020-05-04,14257,3454.18,573131
Asia,2020-05-05,15203,3458.81,588334
Asia,2020-05-06,15422,3456.96,603756
Asia,2020-05-07,15666,3451.39,619422
Asia,2020-05-08,16809,3428.2400000000002,636231
Asia,2020-05-09,15413,3425.48,651644
Asia,2020-05-10,17955,3461.59,669599
Asia,2020-05-11,16570,3447.69,686169
Asia,2020-05-12,17022,3432.88,703191
Asia,2020-05-13,17232,3443.07,720423
Asia,2020-05-14,20615,3431.03,741038
Asia,2020-05-15,17464,3421.77,758502
Asia,2020-05-16,19934,3407.88,778436
Asia,2020-05-17,20819,3414.37,799255
Asia,2020-05-18,20821,3370.86,820076
Asia,2020-05-19,21952,3372.71,842028
Asia,2020-05-20,22583,3363.44,864611
Asia,2020-05-21,24215,3358.81,888826
Asia,2020-05-22,24194,3356.03,913020
Asia,2020-05-23,24391,3351.41,937411
Asia,2020-05-24,23903,3347.71,961314
Asia,2020-05-25,21820,3338.45,983134
Asia,2020-05-26,20189,3312.51,1003323
Asia,2020-05-27,23908,3275.47,1027231
Asia,2020-05-28,25848,3278.25,1053079
Asia,2020-05-29,28818,3249.07,1081897
Asia,2020-05-30,27649,3249.07,1109546
Asia,2020-05-31,29232,3193.04,1138778
Asia,2020-06-01,27964,3140.72,1166742
Asia,2020-06-02,30573,3131.45,1197315
Asia,2020-06-03,33386,3140.69,1230701
Asia,2020-06-04,32311,3127.72,1263012
Asia,2020-06-05,32939,3122.17,1295951
Asia,2020-06-06,34432,3082.36,1330383
Asia,2020-06-07,34586,3074.0299999999997,1364969
Asia,2020-06-08,31149,3044.41,1396118
Asia,2020-06-09,33943,3039.7799999999997,1430061
Asia,2020-06-10,36520,3022.19,1466581
Asia,2020-06-11,37842,3017.56,1504423
Asia,2020-06-12,32688,3017.56,1537111
Asia,2020-06-13,38916,3019.41,1576027
Asia,2020-06-14,44950,3024.96,1620977
Asia,2020-06-15,37260,2997.19,1658237
Asia,2020-06-16,38536,2997.66,1696773
Asia,2020-06-17,41023,2992.11,1737796
Asia,2020-06-18,41108,2992.11,1778904
Asia,2020-06-19,42860,2963.41,1821764
Asia,2020-06-20,41910,2946.75,1863674
Asia,2020-06-21,39751,2949.09,1903425
Asia,2020-06-22,40548,2948.17,1943973
Asia,2020-06-23,42375,2948.17,1986348
Asia,2020-06-24,43891,2944.47,2030239
Asia,2020-06-25,44266,2941.7,2074505
Asia,2020-06-26,46358,2938.0,2120863
Asia,2020-06-27,46260,2940.78,2167123
Asia,2020-06-28,46970,2936.15,2214093
Asia,2020-06-29,44458,2936.15,2258551
Asia,2020-06-30,46653,2927.8,2305204
Asia,2020-07-01,66783,2882.43,2371987
Asia,2020-07-02,50578,2895.38,2422565
Asia,2020-07-03,50678,2875.94,2473243
Asia,2020-07-04,53774,2877.79,2527017
Asia,2020-07-05,56132,2867.14,2583149
Asia,2020-07-06,50182,2869.93,2633331
Asia,2020-07-07,50107,2861.6,2683438
Asia,2020-07-08,53878,2859.75,2737316
Asia,2020-07-09,57878,2859.75,2795194
Asia,2020-07-10,56150,2860.69,2851344
Asia,2020-07-11,55405,2871.33,2906749
Asia,2020-07-12,54832,2871.33,2961581
Asia,2020-07-13,56541,2844.94,3018122
Asia,2020-07-14,54884,2836.6,3073006
Asia,2020-07-15,60814,2861.6,3133820
Asia,2020-07-16,60561,2861.59,3194381
Asia,2020-07-17,64087,2856.04,3258468
Asia,2020-07-18,74284,2842.15,3332752
Asia,2020-07-19,68454,2842.15,3401206
Asia,2020-07-20,61351,2816.22,3462557
Asia,2020-07-21,65575,2797.7,3528132
Asia,2020-07-22,71615,2768.98,3599747
Asia,2020-07-23,79839,2771.75,3679586
Asia,2020-07-24,75031,2775.46,3754617
Asia,2020-07-25,74341,2787.5,3828958
Asia,2020-07-26,72869,2791.2,3901827
Asia,2020-07-27,69237,2789.34,3971064
Asia,2020-07-28,77967,2778.23,4049031
Asia,2020-07-29,77915,2783.78,4126946
Asia,2020-07-30,81360,2807.85,4208306
Asia,2020-07-31,88212,2817.12,4296518
Asia,2020-08-01,77438,2814.34,4373956
Asia,2020-08-02,81734,2821.75,4455690
Asia,2020-08-03,75236,2829.16,4530926
Asia,2020-08-04,79322,2822.22,4610248
Asia,2020-08-05,85754,2818.53,4696002
Asia,2020-08-06,90743,2825.01,4786745
Asia,2020-08-07,90732,2827.79,4877477
Asia,2020-08-08,90993,2823.16,4968470
Asia,2020-08-09,86601,2819.46,5055071
Asia,2020-08-10,81419,2792.15,5136490
Asia,2020-08-11,85712,2780.12,5222202
Asia,2020-08-12,95418,2781.5,5317620
Asia,2020-08-13,92508,2778.73,5410128
Asia,2020-08-14,94813,2775.95,5504941
Asia,2020-08-15,91339,2744.47,5596280
Asia,2020-08-16,83767,2738.91,5680047
Asia,2020-08-17,77920,2745.38,5757967
Asia,2020-08-18,93075,2731.96,5851042
Asia,2020-08-19,98425,2719.92,5949467
Asia,2020-08-20,96920,2710.67,6046387
Asia,2020-08-21,97176,2759.75,6143563
Asia,2020-08-22,95111,2759.75,6238674
Asia,2020-08-23,84047,2750.5,6322721
Asia,2020-08-24,86293,2744.94,6409014
Asia,2020-08-25,82066,2739.38,6491080
Asia,2020-08-26,112975,2716.23,6604055
Asia,2020-08-27,103592,2702.34,6707647
Asia,2020-08-28,103903,2694.0099999999998,6811550
Asia,2020-08-29,104677,2699.56,6916227
Asia,2020-08-30,103448,2688.45,7019675
Asia,2020-08-31,94202,2690.31,7113877
Asia,2020-09-01,103828,2654.18,7217705
Asia,2020-09-02,110448,2622.69,7328153
Asia,2020-09-03,111534,2622.69,7439687
Asia,2020-09-04,115310,2624.54,7554997
Asia,2020-09-05,115186,2625.47,7670183
Asia,2020-09-06,117005,2619.92,7787188
Asia,2020-09-07,101108,2599.55,7888296
Asia,2020-09-08,118467,2590.2799999999997,8006763
Asia,2020-09-09,125634,2595.84,8132397
Asia,2020-09-10,127900,2598.62,8260297
Asia,2020-09-11,129060,2601.85,8389357
Asia,2020-09-12,124316,2611.57,8513673
Asia,2020-09-13,120881,2606.02,8634554
Asia,2020-09-14,115833,2616.19,8750387
Asia,2020-09-15,122377,2619.89,8872764
Asia,2020-09-16,131132,2614.33,9003896
Asia,2020-09-17,129591,2628.2200000000003,9133487
Asia,2020-09-18,126625,2658.79,9260112
Asia,2020-09-19,123815,2658.79,9383927
Asia,2020-09-20,117422,2644.9,9501349
Asia,2020-09-21,105947,2622.7,9607296
Asia,2020-09-22,117694,2626.4,9724990
Asia,2020-09-23,123848,2612.52,9848838
Asia,2020-09-24,123626,2595.39,9972464
Asia,2020-09-25,122511,2596.32,10094975
Asia,2020-09-26,121956,2574.11,10216931
Asia,2020-09-27,113383,2570.41,10330314
Asia,2020-09-28,98518,2578.2799999999997,10428832
Asia,2020-09-29,114131,2581.98,10542963
Asia,2020-09-30,125691,2576.42,10668654
Asia,2020-10-01,119470,2577.32,10788124
Asia,2020-10-02,117003,2581.0299999999997,10905127
Asia,2020-10-03,107538,2585.66,11012665
Asia,2020-10-04,108147,2564.36,11120812
Asia,2020-10-05,97336,2581.02,11218148
Asia,2020-10-06,108624,2599.53,11326772
Asia,2020-10-07,116789,2599.53,11443561
Asia,2020-10-08,108861,2596.75,11552422
Asia,2020-10-09,107154,2588.43,11659576
Asia,2020-10-10,108095,2586.57,11767671
Asia,2020-10-11,98877,2584.72,11866548
Asia,2020-10-12,90422,2566.65,11956970
Asia,2020-10-13,99781,2559.24,12056751
Asia,2020-10-14,104784,2553.68,12161535
Asia,2020-10-15,101840,2533.7799999999997,12263375
Asia,2020-10-16,100670,2516.19,12364045
Asia,2020-10-17,96536,2510.63,12460581
Asia,2020-10-18,91337,2508.7799999999997,12551918
Asia,2020-10-19,82337,2503.23,12634255
Asia,2020-10-20,90794,2505.08,12725049
Asia,2020-10-21,98445,2505.08,12823494
Asia,2020-10-22,97135,2510.64,12920629
Asia,2020-10-23,97524,2468.97,13018153
Asia,2020-10-24,88718,2440.26,13106871
Asia,2020-10-25,85125,2431.93,13191996
Asia,2020-10-26,72645,2441.18,13264641
Asia,2020-10-27,84773,2419.88,13349414
Asia,2020-10-28,93174,2373.13,13442588
Asia,2020-10-29,93203,2353.69,13535791
Asia,2020-10-30,92002,2310.64,13627793
Asia,2020-10-31,86834,2305.09,13714627
Asia,2020-11-01,87501,2297.68,13802128
Asia,2020-11-02,83162,2315.73,13885290
Asia,2020-11-03,92990,2316.66,13978280
Asia,2020-11-04,97230,2341.66,14075510
Asia,2020-11-05,96532,2341.66,14172042
Asia,2020-11-06,101563,2347.22,14273605
Asia,2020-11-07,93734,2349.07,14367339
Asia,2020-11-08,94807,2349.07,14462146
Asia,2020-11-09,85597,2354.62,14547743
Asia,2020-11-10,95465,2354.61,14643208
Asia,2020-11-11,100897,2350.9,14744105
Asia,2020-11-12,99160,2400.9,14843265
Asia,2020-11-13,99475,2400.9,14942740
Asia,2020-11-14,94073,2434.2400000000002,15036813
Asia,2020-11-15,81910,2456.0,15118723
Asia,2020-11-16,80715,2448.6,15199438
Asia,2020-11-17,94303,2453.23,15293741
Asia,2020-11-18,106789,2453.23,15400530
Asia,2020-11-19,106999,2467.12,15507529
Asia,2020-11-20,108445,2489.33,15615974
Asia,2020-11-21,103617,2498.6,15719591
Asia,2020-11-22,104998,2506.94,15824589
Asia,2020-11-23,96857,2512.4900000000002,15921446
Asia,2020-11-24,107278,2510.63,16028724
Asia,2020-11-25,109645,2510.63,16138369
Asia,2020-11-26,138441,2517.1,16276810
Asia,2020-11-27,146056,2517.1,16422866
Asia,2020-11-28,127578,2540.26,16550444
Asia,2020-11-29,125422,2536.56,16675866
Asia,2020-11-30,115422,2561.57,16791288
Asia,2020-12-01,122821,2560.64,16914109
Asia,2020-12-02,127191,2560.64,17041300
Asia,2020-12-03,131192,2571.75,17172492
Asia,2020-12-04,126252,2570.82,17298744
Asia,2020-12-05,123449,2573.6,17422193
Asia,2020-12-06,119639,2573.6,17541832
Asia,2020-12-07,108370,2551.39,17650202
Asia,2020-12-08,118382,2548.15,17768584
Asia,2020-12-09,118215,2548.15,17886799
Asia,2020-12-10,85319,2550.0,18795343
Asia,2020-12-11,114464,2554.16,18909807
Asia,2020-12-12,109920,2544.43,19019727
Asia,2020-12-13,99457,2544.43,19119184
Asia,2020-12-14,94301,2572.21,19213485
Asia,2020-12-15,107535,2580.55,19321020
Asia,2020-12-16,106635,2586.1,19427655
Asia,2020-12-17,101869,2586.1,19529524
Asia,2020-12-18,100404,2586.1,19629928
Asia,2020-12-19,96067,2586.1,19725995
Asia,2020-12-20,87308,2615.7400000000002,19813303
Asia,2020-12-21,79508,2631.47,19892811
Asia,2020-12-22,89485,2649.06,19982296
Asia,2020-12-23,90092,2654.62,20072388
Asia,2020-12-24,88670,2662.02,20161058
Asia,2020-12-25,85980,2665.26,20247038
Asia,2020-12-26,75795,2665.26,20322833
Asia,2020-12-27,71622,2673.6,20394455
Asia,2020-12-28,70021,2673.6,20464476
Asia,2020-12-29,81741,2652.76,20546217
Asia,2020-12-30,83545,2674.99,20629762
Asia,2020-12-31,85310,2676.84,20715072
Asia,2021-01-01,95168,2672.21,20810240
Asia,2021-01-02,50753,2679.15,20860993
Asia,2021-01-03,69533,2686.56,20930526
Asia,2021-01-04,73454,2687.5,21003980
Asia,2021-01-05,82482,2673.61,21086462
Asia,2021-01-06,87477,2661.58,21173939
Asia,2021-01-07,87620,2669.0,21261559
Asia,2021-01-08,67431,2669.0,21328990
Asia,2021-01-09,104961,2674.55,21433951
Asia,2021-01-10,76478,2674.55,21510429
Asia,2021-01-11,74376,2660.67,21584805
Asia,2021-01-12,81981,2675.48,21666786
Asia,2021-01-13,86941,2685.66,21753727
Asia,2021-01-14,86556,2701.86,21840283
Asia,2021-01-15,82588,2710.19,21922871
Asia,2021-01-16,85733,2713.89,22008604
Asia,2021-01-17,75180,2713.89,22083784
Asia,2021-01-18,64552,2683.33,22148336
Asia,2021-01-19,74752,2686.13,22223088
Asia,2021-01-20,81734,2680.57,22304822
Asia,2021-01-21,76339,2683.36,22381161
Asia,2021-01-22,75658,2679.65,22456819
Asia,2021-01-23,73180,2663.91,22529999
Asia,2021-01-24,66904,2658.36,22596903
Asia,2021-01-25,59715,2640.77,22656618
Asia,2021-01-26,75215,2653.75,22731833
Asia,2021-01-27,79976,2648.19,22811809
Asia,2021-01-28,82912,2639.86,22894721
Asia,2021-01-29,76797,2639.86,22971518
Asia,2021-01-30,74274,2645.41,23045792
Asia,2021-01-31,67489,2643.55,23113281
Asia,2021-02-01,65867,2590.7599999999998,23179148
Asia,2021-02-02,69287,2585.66,23248435
Asia,2021-02-03,76350,2589.37,23324785
Asia,2021-02-04,72857,2569.47,23397642
Asia,2021-02-05,68761,2566.7,23466403
Asia,2021-02-06,69700,2566.7,23536103
Asia,2021-02-07,66056,2544.47,23602159
Asia,2021-02-08,59428,2566.23,23661587
Asia,2021-02-09,68005,2566.67,23729592
Asia,2021-02-10,71053,2575.0,23800645
Asia,2021-02-11,64988,2568.52,23865633
Asia,2021-02-12,66795,2579.63,23932428
Asia,2021-02-13,63055,2587.97,23995483
Asia,2021-02-14,58675,2582.42,24054158
Asia,2021-02-15,59368,2590.75,24113526
Asia,2021-02-16,68749,2556.49,24182275
Asia,2021-02-17,69490,2556.49,24251765
Asia,2021-02-18,66719,2572.23,24318484
Asia,2021-02-19,67228,2572.23,24385712
Asia,2021-02-20,62703,2572.23,24448415
Asia,2021-02-21,67481,2566.68,24515896
Asia,2021-02-22,67249,2583.35,24583145
Asia,2021-02-23,73702,2620.84,24656847
Asia,2021-02-24,76427,2608.81,24733274
Asia,2021-02-25,75983,2613.44,24809257
Asia,2021-02-26,74903,2613.44,24884160
Asia,2021-02-27,70034,2614.83,24954194
Asia,2021-02-28,67989,2591.22,25022183
Asia,2021-03-01,69008,2574.08,25091191
Asia,2021-03-02,76550,2551.39,25167741
Asia,2021-03-03,80712,2551.39,25248453
Asia,2021-03-04,81081,2561.58,25329534
Asia,2021-03-05,81043,2561.58,25410577
Asia,2021-03-06,76827,2556.95,25487404
Asia,2021-03-07,78118,2557.87,25565522
Asia,2021-03-08,79286,2563.42,25644808
Asia,2021-03-09,83204,2575.46,25728012
Asia,2021-03-10,89729,2615.26,25817741
Asia,2021-03-11,91851,2615.26,25909592
Asia,2021-03-12,93811,2615.26,26003403
Asia,2021-03-13,88620,2618.04,26092023
Asia,2021-03-14,90699,2618.04,26182722
Asia,2021-03-15,93798,2604.15,26276520
Asia,2021-03-16,102257,2596.76,26378777
Asia,2021-03-17,115480,2650.93,26494257
Asia,2021-03-18,120225,2650.93,26614482
Asia,2021-03-19,121659,2650.93,26736141
Asia,2021-03-20,119682,2653.71,26855823
Asia,2021-03-21,125343,2640.75,26981166
Asia,2021-03-22,120637,2642.14,27101803
Asia,2021-03-23,134284,2637.04,27236087
Asia,2021-03-24,146664,2631.49,27382751
Asia,2021-03-25,154999,2631.49,27537750
Asia,2021-03-26,156385,2635.18,27694135
Asia,2021-03-27,152603,2656.94,27846738
Asia,2021-03-28,163000,2683.8,28009738
Asia,2021-03-29,152823,2685.19,28162561
Asia,2021-03-30,161222,2681.95,28323783
Asia,2021-03-31,183350,2687.51,28507133
Asia,2021-04-01,198134,2637.96,28705267
Asia,2021-04-02,210422,2637.96,28915689
Asia,2021-04-03,208717,2686.58,29124406
Asia,2021-04-04,224608,2752.33,29349014
Asia,2021-04-05,209594,2791.2,29558608
Asia,2021-04-06,245560,2789.35,29804168
Asia,2021-04-07,268501,2786.57,30072669
Asia,2021-04-08,280475,2783.79,30353144
Asia,2021-04-09,293168,2789.35,30646312
Asia,2021-04-10,288819,2816.66,30935131
Asia,2021-04-11,305815,2812.95,31240946
Asia,2021-04-12,303146,2789.81,31544092
Asia,2021-04-13,332794,2825.48,31876886
Asia,2021-04-14,356853,2825.48,32233739
Asia,2021-04-15,371608,2825.48,32605347
Asia,2021-04-16,388702,2829.18,32994049
Asia,2021-04-17,409782,2829.18,33403831
Asia,2021-04-18,414773,2841.22,33818604
Asia,2021-04-19,399773,2852.33,34218377
Asia,2021-04-20,448580,2868.99,34666957
Asia,2021-04-21,471579,2861.58,35138536
Asia,2021-04-22,482745,2925.46,35621281
Asia,2021-04-23,487239,2925.46,36108520
Asia,2021-04-24,473441,2922.68,36581961
Asia,2021-04-25,473074,2926.38,37055035
Asia,2021-04-26,440992,2927.32,37496027
Asia,2021-04-27,490007,2925.46,37986034
Asia,2021-04-28,506677,2937.03,38492711
Asia,2021-04-29,515222,2993.06,39007933
Asia,2021-04-30,518375,2993.06,39526308
Asia,2021-05-01,497276,2999.55,40023584
Asia,2021-05-02,477375,2999.55,40500959
Asia,2021-05-03,459541,3021.31,40960500
Asia,2021-05-04,486940,3013.89,41447440
Asia,2021-05-05,518012,3010.19,41965452
Asia,2021-05-06,525129,3003.71,42490581
Asia,2021-05-07,505096,3003.71,42995677
Asia,2021-05-08,498748,2972.23,43494425
Asia,2021-05-09,456108,2974.08,43950533
Asia,2021-05-10,419111,2976.85,44369644
Asia,2021-05-11,443402,2962.96,44813046
Asia,2021-05-12,452792,2958.79,45265838
Asia,2021-05-13,430299,2955.08,45696137
Asia,2021-05-14,399330,2955.08,46095467
Asia,2021-05-15,382776,2980.54,46478243
Asia,2021-05-16,355902,2964.8,46834145
Asia,2021-05-17,346918,2962.02,47181063
Asia,2021-05-18,352440,2964.79,47533503
Asia,2021-05-19,364239,2993.94,47897742
Asia,2021-05-20,346662,2993.94,48244404
Asia,2021-05-21,344451,2991.16,48588855
Asia,2021-05-22,320609,2991.16,48909464
Asia,2021-05-23,295916,3018.94,49205380
Asia,2021-05-24,276661,3004.14,49482041
Asia,2021-05-25,292393,2993.98,49774434
Asia,2021-05-26,291468,3009.2599999999998,50065902
Asia,2021-05-27,272957,3008.34,50338859
Asia,2021-05-28,257555,2991.67,50596414
Asia,2021-05-29,240317,2977.7799999999997,50836731
Asia,2021-05-30,227684,2977.7799999999997,51064415
Asia,2021-05-31,201450,2977.7799999999997,51265865
Asia,2021-06-01,207507,2920.81,51473372
Asia,2021-06-02,210820,2907.85,51684192
Asia,2021-06-03,211920,2907.85,51896112
Asia,2021-06-04,195035,2907.85,52091147
Asia,2021-06-05,180429,2907.85,52271576
Asia,2021-06-06,166208,2907.85,52437784
Asia,2021-06-07,148161,2913.87,52585945
Asia,2021-06-08,159321,2847.19,52745266
Asia,2021-06-09,166855,2849.96,52912121
Asia,2021-06-10,165457,2836.54,53077578
Asia,2021-06-11,158469,2840.24,53236047
Asia,2021-06-12,146850,2842.09,53382897
Asia,2021-06-13,139580,2842.09,53522477
Asia,2021-06-14,131045,2820.34,53653522
Asia,2021-06-15,135673,2828.68,53789195
Asia,2021-06-16,140073,2823.13,53929268
Asia,2021-06-17,142980,2837.02,54072248
Asia,2021-06-18,136969,2834.24,54209217
Asia,2021-06-19,123451,2847.2,54332668
Asia,2021-06-20,129388,2849.05,54462056
Asia,2021-06-21,124465,2842.57,54586521
Asia,2021-06-22,131178,2843.97,54717699
Asia,2021-06-23,139276,2843.97,54856975
Asia,2021-06-24,142815,2840.27,54999790
Asia,2021-06-25,135876,2845.83,55135666
Asia,2021-06-26,129356,2848.61,55265022
Asia,2021-06-27,135125,2848.61,55400147
Asia,2021-06-28,131585,2858.8,55531732
Asia,2021-06-29,141396,2854.16,55673128
Asia,2021-06-30,147699,2863.42,55820827
Asia,2021-07-01,155858,2864.82,55976685
Asia,2021-07-02,148919,2862.97,56125604
Asia,2021-07-03,141778,2862.98,56267382
Asia,2021-07-04,142994,2862.98,56410376
Asia,2021-07-05,153668,2846.3,56564044
Asia,2021-07-06,166303,2843.06,56730347
Asia,2021-07-07,170853,2859.74,56901200
Asia,2021-07-08,183070,2851.4,57084270
Asia,2021-07-09,177085,2844.93,57261355
Asia,2021-07-10,169531,2853.27,57430886
Asia,2021-07-11,170550,2847.71,57601436
Asia,2021-07-12,178961,2850.94,57780397
Asia,2021-07-13,196503,2853.72,57976900
Asia,2021-07-14,209349,2853.72,58186249
Asia,2021-07-15,219759,2853.72,58406008
Asia,2021-07-16,211452,2853.72,58617460
Asia,2021-07-17,199426,2862.06,58816886
Asia,2021-07-18,183310,2862.06,59000196
Asia,2021-07-19,187573,2862.06,59187769
Europe,2020-01-01,0,0.0,0
Europe,2020-01-02,0,0.0,0
Europe,2020-01-03,0,0.0,0
Europe,2020-01-04,0,0.0,0
Europe,2020-01-05,0,0.0,0
Europe,2020-01-06,0,0.0,0
Europe,2020-01-07,0,0.0,0
Europe,2020-01-08,0,0.0,0
Europe,2020-01-09,0,0.0,0
Europe,2020-01-10,0,0.0,0
Europe,2020-01-11,0,0.0,0
Europe,2020-01-12,0,0.0,0
Europe,2020-01-13,0,0.0,0
Europe,2020-01-14,0,0.0,0
Europe,2020-01-15,0,0.0,0
Europe,2020-01-16,0,0.0,0
Europe,2020-01-17,0,0.0,0
Europe,2020-01-18,0,0.0,0
Europe,2020-01-19,0,0.0,0
Europe,2020-01-20,0,0.0,0
Europe,2020-01-21,0,0.0,0
Europe,2020-01-22,0,0.0,0
Europe,2020-01-23,0,0.0,0
Europe,2020-01-24,2,11.12,2
Europe,2020-01-25,1,11.12,3
Europe,2020-01-26,0,11.12,3
Europe,2020-01-27,1,11.12,4
Europe,2020-01-28,4,11.12,8
Europe,2020-01-29,2,16.68,10
Europe,2020-01-30,0,16.68,10
Europe,2020-01-31,7,52.78,17
Europe,2020-02-01,6,69.45,23
Europe,2020-02-02,2,80.57,25
Europe,2020-02-03,8,80.57,33
Europe,2020-02-04,1,91.67999999999999,34
Europe,2020-02-05,1,91.67999999999999,35
Europe,2020-02-06,0,105.57,35
Europe,2020-02-07,2,105.57,37
Europe,2020-02-08,9,105.57,46
Europe,2020-02-09,3,111.13,49
Europe,2020-02-10,0,111.13,49
Europe,2020-02-11,3,111.13,52
Europe,2020-02-12,1,116.67999999999999,53
Europe,2020-02-13,1,116.67999999999999,54
Europe,2020-02-14,1,116.67999999999999,55
Europe,2020-02-15,1,116.67999999999999,56
Europe,2020-02-16,0,116.67999999999999,56
Europe,2020-02-17,1,116.67999999999999,57
Europe,2020-02-18,0,116.67999999999999,57
Europe,2020-02-19,1,116.67999999999999,58
Europe,2020-02-20,2,116.67999999999999,60
Europe,2020-02-21,18,125.02,78
Europe,2020-02-22,42,134.28,120
Europe,2020-02-23,98,181.03,218
Europe,2020-02-24,76,181.03,294
Europe,2020-02-25,108,233.79999999999998,402
Europe,2020-02-26,163,281.03,565
Europe,2020-02-27,265,342.15,830
Europe,2020-02-28,303,350.47,1133
Europe,2020-02-29,373,437.03,1506
Europe,2020-03-01,755,462.02,2261
Europe,2020-03-02,567,479.61,2828
Europe,2020-03-03,688,520.35,3516
Europe,2020-03-04,1012,567.5699999999999,4528
Europe,2020-03-05,1432,620.35,5960
Europe,2020-03-06,1772,648.13,7732
Europe,2020-03-07,2158,653.69,9890
Europe,2020-03-08,2535,735.1800000000001,12425
Europe,2020-03-09,3142,860.62,15567
Europe,2020-03-10,3391,1055.98,18958
Europe,2020-03-11,5463,1234.69,24421
Europe,2020-03-12,3928,1488.8799999999999,28349
Europe,2020-03-13,11547,1790.73,39896
Europe,2020-03-14,8157,1998.15,48053
Europe,2020-03-15,8841,2131.0,56894
Europe,2020-03-16,10996,2490.2799999999997,67890
Europe,2020-03-17,11547,2640.76,79437
Europe,2020-03-18,14047,2768.05,93484
Europe,2020-03-19,19377,2832.86,112861
Europe,2020-03-20,20463,2902.29,133324
Europe,2020-03-21,21662,2979.14,154986
Europe,2020-03-22,20309,3008.31,175295
Europe,2020-03-23,26407,3105.99,201702
Europe,2020-03-24,24405,3181.46,226107
Europe,2020-03-25,31019,3216.65,257126
Europe,2020-03-26,35912,3225.91,293038
Europe,2020-03-27,36027,3267.58,329065
Europe,2020-03-28,36795,3296.28,365860
Europe,2020-03-29,29917,3310.17,395777
Europe,2020-03-30,32655,3352.77,428432
Europe,2020-03-31,36809,3382.4,465241
Europe,2020-04-01,37141,3389.81,502382
Europe,2020-04-02,36170,3381.47,538552
Europe,2020-04-03,37653,3384.25,576205
Europe,2020-04-04,12521,3391.66,588726
Europe,2020-04-05,26464,3391.66,615190
Europe,2020-04-06,27402,3400.91,642592
Europe,2020-04-07,23840,3400.91,666432
Europe,2020-04-08,34123,3432.39,700555
Europe,2020-04-09,33364,3443.5,733919
Europe,2020-04-10,31340,3451.84,765259
Europe,2020-04-11,27168,3451.84,792427
Europe,2020-04-12,75042,3457.4,867469
Europe,2020-04-13,25147,3457.4,892616
Europe,2020-04-14,37581,3422.22,930197
Europe,2020-04-15,31933,3420.37,962130
Europe,2020-04-16,44097,3422.22,1006227
Europe,2020-04-17,32096,3427.77,1038323
Europe,2020-04-18,27394,3430.54,1065717
Europe,2020-04-19,30083,3430.54,1095800
Europe,2020-04-20,23633,3395.35,1119433
Europe,2020-04-21,27441,3385.18,1146874
Europe,2020-04-22,29563,3385.18,1176437
Europe,2020-04-23,25541,3382.4,1201978
Europe,2020-04-24,16152,3380.55,1218130
Europe,2020-04-25,24764,3380.55,1242894
