date,location,total_deaths,total_deaths_per_million
2020-05-03,North America,78.724,132.964
2020-05-03,Oceania,0.115,2.695
2020-05-03,South America,15.588,36.187
2020-05-04,Africa,1.842,1.374
2020-05-04,Asia,20.152,4.343
2020-05-04,Europe,141.953,189.604
2020-05-04,North America,80.497,135.958
2020-05-04,Oceania,0.116,2.718
2020-05-04,South America,16.395,38.061
2020-05-05,Africa,1.908,1.423
2020-05-05,Asia,20.524,4.423
2020-05-05,Europe,143.953,192.276
2020-05-05,North America,83.149,140.437
2020-05-05,Oceania,0.118,2.765
2020-05-05,South America,17.429,40.461
2020-05-06,Africa,2.006,1.496
2020-05-06,Asia,20.884,4.501
2020-05-06,Europe,146.476,195.646
2020-05-06,North America,85.839,144.981
2020-05-06,Oceania,0.118,2.765
2020-05-06,South America,18.624,43.235
2020-05-07,Africa,2.073,1.546
2020-05-07,Asia,21.246,4.579
2020-05-07,Europe,148.227,197.984
2020-05-07,North America,88.198,148.965
2020-05-07,Oceania,0.118,2.765
2020-05-07,South America,19.777,45.912
2020-05-08,Africa,2.154,1.607
2020-05-08,Asia,21.568,4.648
2020-05-08,Europe,150.233,200.664
2020-05-08,North America,90.326,152.559
2020-05-08,Oceania,0.118,2.765
2020-05-08,South America,21.154,49.109
2020-05-09,Africa,2.221,1.657
2020-05-09,Asia,21.91,4.722
2020-05-09,Europe,151.417,202.245
2020-05-09,North America,92.159,155.655
2020-05-09,Oceania,0.118,2.765
2020-05-09,South America,22.325,51.827
2020-05-10,Africa,2.29,1.708
2020-05-10,Asia,22.265,4.799
2020-05-10,Europe,152.34,203.478
2020-05-10,North America,93.392,157.738
2020-05-10,Oceania,0.118,2.765
2020-05-10,South America,23.756,55.149
2020-05-11,Africa,2.344,1.748
2020-05-11,Asia,22.57,4.864
2020-05-11,Europe,153.504,205.033
2020-05-11,North America,94.697,159.942
2020-05-11,Oceania,0.118,2.765
2020-05-11,South America,24.864,57.721
2020-05-12,Africa,2.395,1.787
2020-05-12,Asia,22.926,4.941
2020-05-12,Europe,155.33,207.472
2020-05-12,North America,96.825,163.536
2020-05-12,Oceania,0.119,2.788
2020-05-12,South America,26.407,61.303
2020-05-13,Africa,2.493,1.86
2020-05-13,Asia,23.302,5.022
2020-05-13,Europe,156.894,209.561
2020-05-13,North America,98.968,167.155
2020-05-13,Oceania,0.119,2.788
2020-05-13,South America,27.711,64.331
2020-05-14,Africa,2.562,1.911
2020-05-14,Asia,23.687,5.105
2020-05-14,Europe,158.47,211.666
2020-05-14,North America,101.158,170.854
2020-05-14,Oceania,0.119,2.788
2020-05-14,South America,29.063,67.469
2020-05-15,Africa,2.624,1.957
2020-05-15,Asia,24.028,5.179
2020-05-15,Europe,159.79,213.429
2020-05-15,North America,103.249,174.386
2020-05-15,Oceania,0.119,2.788
2020-05-15,South America,30.891,71.713
2020-05-16,Africa,2.708,2.02
2020-05-16,Asia,24.381,5.255
2020-05-16,Europe,160.94,214.965
2020-05-16,North America,104.864,177.114
2020-05-16,Oceania,0.119,2.788
2020-05-16,South America,32.245,74.856
2020-05-17,Africa,2.759,2.058
2020-05-17,Asia,24.795,5.344
2020-05-17,Europe,161.919,216.273
2020-05-17,North America,105.925,178.906
2020-05-17,Oceania,0.12,2.812
2020-05-17,South America,33.307,77.322
2020-05-18,Africa,2.832,2.112
2020-05-18,Asia,25.179,5.427
2020-05-18,Europe,162.736,217.364
2020-05-18,North America,107.413,181.419
2020-05-18,Oceania,0.12,2.812
2020-05-18,South America,34.699,80.553
2020-05-19,Africa,2.907,2.168
2020-05-19,Asia,25.568,5.511
2020-05-19,Europe,163.653,218.589
2020-05-19,North America,109.308,184.619
2020-05-19,Oceania,0.121,2.835
2020-05-19,South America,36.562,84.878
2020-05-20,Africa,2.99,2.23
2020-05-20,Asia,25.918,5.586
2020-05-20,Europe,164.83,220.161
2020-05-20,North America,111.367,188.097
2020-05-20,Oceania,0.121,2.835
2020-05-20,South America,38.087,88.418
2020-05-21,Africa,3.095,2.309
2020-05-21,Asia,26.329,5.675
2020-05-21,Europe,165.79,221.443
2020-05-21,North America,113.09,191.007
2020-05-21,Oceania,0.122,2.859
2020-05-21,South America,39.966,92.78
2020-05-22,Africa,3.184,2.375
2020-05-22,Asia,26.736,5.762
2020-05-22,Europe,167.4,223.594
2020-05-22,North America,114.917,194.093
2020-05-22,Oceania,0.122,2.859
2020-05-22,South America,41.714,96.838
2020-05-23,Africa,3.257,2.43
2020-05-23,Asia,27.123,5.846
2020-05-23,Europe,168.255,224.736
2020-05-23,North America,116.299,196.427
2020-05-23,Oceania,0.123,2.882
2020-05-23,South America,43.327,100.583
2020-05-24,Africa,3.354,2.502
2020-05-24,Asia,27.509,5.929
2020-05-24,Europe,168.988,225.715
2020-05-24,North America,117.268,198.064
2020-05-24,Oceania,0.123,2.882
2020-05-24,South America,44.619,103.582
2020-05-25,Africa,3.479,2.595
2020-05-25,Asia,27.847,6.002
2020-05-25,Europe,167.634,223.906
2020-05-25,North America,118.208,199.651
2020-05-25,Oceania,0.123,2.882
2020-05-25,South America,46.186,107.22
2020-05-26,Africa,3.591,2.679
2020-05-26,Asia,28.247,6.088
2020-05-26,Europe,168.752,225.399
2020-05-26,North America,119.52,201.867
2020-05-26,Oceania,0.124,2.905
2020-05-26,South America,47.907,111.215
2020-05-27,Africa,3.699,2.759
2020-05-27,Asia,28.717,6.189
2020-05-27,Europe,169.746,226.727
2020-05-27,North America,121.562,205.316
2020-05-27,Oceania,0.125,2.929
2020-05-27,South America,49.693,115.361
2020-05-28,Africa,3.791,2.828
2020-05-28,Asia,29.178,6.289
2020-05-28,Europe,170.655,227.941
2020-05-28,North America,123.244,208.157
2020-05-28,Oceania,0.125,2.929
2020-05-28,South America,51.56,119.695
2020-05-29,Africa,3.922,2.926
2020-05-29,Asia,29.743,6.41
2020-05-29,Europe,171.577,229.173
2020-05-29,North America,124.849,210.868
2020-05-29,Oceania,0.125,2.929
2020-05-29,South America,53.497,124.192
2020-05-30,Africa,4.069,3.035
2020-05-30,Asia,30.291,6.528
2020-05-30,Europe,172.285,230.118
2020-05-30,North America,126.263,213.256
2020-05-30,Oceania,0.125,2.929
2020-05-30,South America,55.064,127.83
2020-05-31,Africa,4.222,3.149
2020-05-31,Asia,30.831,6.645
2020-05-31,Europe,172.683,230.65
2020-05-31,North America,127.108,214.683
2020-05-31,Oceania,0.125,2.929
2020-05-31,South America,56.287,130.669
2020-06-01,Africa,4.343,3.24
2020-06-01,Asia,31.345,6.756
2020-06-01,Europe,173.145,231.267
2020-06-01,North America,128.196,216.521
2020-06-01,Oceania,0.124,2.905
2020-06-01,South America,57.618,133.759
2020-06-02,Africa,4.494,3.352
2020-06-02,Asia,31.896,6.874
2020-06-02,Europe,173.923,232.306
2020-06-02,North America,129.755,219.154
2020-06-02,Oceania,0.124,2.905
2020-06-02,South America,59.782,138.783
2020-06-03,Africa,4.601,3.432
2020-06-03,Asia,32.541,7.013
2020-06-03,Europe,174.721,233.372
2020-06-03,North America,131.947,222.856
2020-06-03,Oceania,0.124,2.905
2020-06-03,South America,61.88,143.653
2020-06-04,Africa,4.756,3.548
2020-06-04,Asia,33.123,7.139
2020-06-04,Europe,175.314,234.164
2020-06-04,North America,133.871,226.106
2020-06-04,Oceania,0.124,2.905
2020-06-04,South America,64.065,148.726
2020-06-05,Africa,4.915,3.666
2020-06-05,Asia,33.771,7.278
2020-06-05,Europe,176.081,235.189
2020-06-05,North America,135.503,228.862
2020-06-05,Oceania,0.124,2.905
2020-06-05,South America,65.919,153.03
2020-06-06,Africa,5.055,3.771
2020-06-06,Asia,34.424,7.419
2020-06-06,Europe,176.654,235.954
2020-06-06,North America,136.591,230.7
2020-06-06,Oceania,0.124,2.905
2020-06-06,South America,67.68,157.118
2020-06-07,Africa,5.188,3.87
2020-06-07,Asia,35.082,7.561
2020-06-07,Europe,176.997,236.412
2020-06-07,North America,137.321,231.933
2020-06-07,Oceania,0.124,2.905
2020-06-07,South America,69.004,160.191
2020-06-08,Africa,5.363,4.0
2020-06-08,Asia,35.737,7.702
2020-06-08,Europe,177.413,236.968
2020-06-08,North America,138.256,233.512
2020-06-08,Oceania,0.124,2.905
2020-06-08,South America,70.988,164.797
2020-06-09,Africa,5.538,4.131
2020-06-09,Asia,36.405,7.846
2020-06-09,Europe,178.139,237.937
2020-06-09,North America,139.848,236.201
2020-06-09,Oceania,0.124,2.905
2020-06-09,South America,73.041,169.563
2020-06-10,Africa,5.688,4.243
2020-06-10,Asia,37.169,8.011
2020-06-10,Europe,178.814,238.839
2020-06-10,North America,141.542,239.062
2020-06-10,Oceania,0.124,2.905
2020-06-10,South America,75.236,174.659
2020-06-11,Africa,5.851,4.364
2020-06-11,Asia,37.995,8.189
2020-06-11,Europe,179.269,239.447
2020-06-11,North America,143.031,241.577
2020-06-11,Oceania,0.124,2.905
2020-06-11,South America,77.369,179.611
2020-06-12,Africa,6.05,4.513
2020-06-12,Asia,38.721,8.345
2020-06-12,Europe,179.807,240.165
2020-06-12,North America,144.432,243.943
2020-06-12,Oceania,0.124,2.905
2020-06-12,South America,79.312,184.121
2020-06-13,Africa,6.253,4.664
2020-06-13,Asia,39.464,8.505
2020-06-13,Europe,180.25,240.757
2020-06-13,North America,145.67,246.034
2020-06-13,Oceania,0.124,2.905
2020-06-13,South America,81.146,188.379
2020-06-14,Africa,6.459,4.818
2020-06-14,Asia,40.338,8.694
2020-06-14,Europe,180.537,241.14
2020-06-14,North America,146.346,247.176
2020-06-14,Oceania,0.124,2.905
2020-06-14,South America,82.746,192.093
2020-06-15,Africa,6.762,5.044
2020-06-15,Asia,41.248,8.89
2020-06-15,Europe,180.866,241.58
2020-06-15,North America,147.244,248.693
2020-06-15,Oceania,0.124,2.905
2020-06-15,South America,84.143,195.336
2020-06-16,Africa,7.015,5.233
2020-06-16,Asia,43.777,9.435
2020-06-16,Europe,181.496,242.421
2020-06-16,North America,148.871,251.441
2020-06-16,Oceania,0.124,2.905
2020-06-16,South America,86.244,200.214
2020-06-17,Africa,7.218,5.384
2020-06-17,Asia,44.646,9.622
2020-06-17,Europe,182.126,243.263
2020-06-17,North America,150.458,254.121
2020-06-17,Oceania,0.124,2.905
2020-06-17,South America,88.511,205.476
2020-06-18,Africa,7.419,5.534
2020-06-18,Asia,45.548,9.817
2020-06-18,Europe,182.637,243.945
2020-06-18,North America,151.868,256.502
2020-06-18,Oceania,0.124,2.905
2020-06-18,South America,90.798,210.786
2020-06-19,Africa,7.682,5.73
2020-06-19,Asia,46.498,10.021
2020-06-19,Europe,184.248,246.097
2020-06-19,North America,153.237,258.815
2020-06-19,Oceania,0.124,2.905
2020-06-19,South America,92.991,215.877
2020-06-20,Africa,7.918,5.906
2020-06-20,Asia,47.378,10.211
2020-06-20,Europe,184.653,246.638
2020-06-20,North America,154.276,260.57
2020-06-20,Oceania,0.124,2.905
2020-06-20,South America,94.95,220.424
2020-06-21,Africa,8.115,6.053
2020-06-21,Asia,48.333,10.417
2020-06-21,Europe,184.879,246.94
2020-06-21,North America,155.702,262.978
2020-06-21,Oceania,0.124,2.905
2020-06-21,South America,96.745,224.592
2020-06-22,Africa,8.338,6.22
2020-06-22,Asia,49.134,10.59
2020-06-22,Europe,185.111,247.25
2020-06-22,North America,156.972,265.123
2020-06-22,Oceania,0.124,2.905
2020-06-22,South America,97.956,227.403
2020-06-23,Africa,8.62,6.43
2020-06-23,Asia,50.093,10.796
2020-06-23,Europe,185.674,248.002
2020-06-23,North America,158.619,267.905
2020-06-23,Oceania,0.125,2.929
2020-06-23,South America,100.077,232.327
2020-06-24,Africa,8.855,6.605
2020-06-24,Asia,51.108,11.015
2020-06-24,Europe,186.067,248.527
2020-06-24,North America,160.397,270.908
2020-06-24,Oceania,0.126,2.952
2020-06-24,South America,102.196,237.246
2020-06-25,Africa,9.069,6.765
2020-06-25,Asia,52.063,11.221
2020-06-25,Europe,186.439,249.024
2020-06-25,North America,161.757,273.205
2020-06-25,Oceania,0.126,2.952
2020-06-25,South America,104.333,242.207
2020-06-26,Africa,9.282,6.924
2020-06-26,Asia,53.0,11.423
2020-06-26,Europe,186.943,249.697
2020-06-26,North America,163.24,275.71
2020-06-26,Oceania,0.126,2.952
2020-06-26,South America,106.28,246.727
2020-06-27,Africa,9.484,7.074
2020-06-27,Asia,53.948,11.627
2020-06-27,Europe,187.267,250.13
2020-06-27,North America,164.44,277.736
2020-06-27,Oceania,0.126,2.952
2020-06-27,South America,108.4,251.648
2020-06-28,Africa,9.663,7.208
2020-06-28,Asia,54.823,11.816
2020-06-28,Europe,187.519,250.466
2020-06-28,North America,165.085,278.826
2020-06-28,Oceania,0.126,2.952
2020-06-28,South America,109.963,255.277
2020-06-29,Africa,9.879,7.369
2020-06-29,Asia,55.858,12.039
2020-06-29,Europe,187.783,250.819
2020-06-29,North America,166.023,280.41
2020-06-29,Oceania,0.126,2.952
2020-06-29,South America,111.537,258.931
2020-06-30,Africa,10.146,7.568
2020-06-30,Asia,56.983,12.281
2020-06-30,Europe,188.239,251.428
2020-06-30,North America,167.328,282.614
2020-06-30,Oceania,0.126,2.952
2020-06-30,South America,113.591,263.699
2020-07-01,Africa,10.405,7.761
2020-07-01,Asia,57.999,12.5
2020-07-01,Europe,188.734,252.089
2020-07-01,North America,168.9,285.269
2020-07-01,Oceania,0.126,2.952
2020-07-01,South America,115.559,268.268
2020-07-02,Africa,10.643,7.939
2020-07-02,Asia,58.957,12.707
2020-07-02,Europe,189.141,252.633
2020-07-02,North America,170.423,287.842
2020-07-02,Oceania,0.126,2.952
2020-07-02,South America,117.856,273.6
2020-07-03,Africa,10.882,8.117
2020-07-03,Asia,59.882,12.906
2020-07-03,Europe,189.566,253.2
2020-07-03,North America,171.859,290.267
2020-07-03,Oceania,0.126,2.952
2020-07-03,South America,120.125,278.868
2020-07-04,Africa,11.083,8.267
2020-07-04,Asia,61.042,13.156
2020-07-04,Europe,189.896,253.641
2020-07-04,North America,172.813,291.878
2020-07-04,Oceania,0.126,2.952
2020-07-04,South America,122.273,283.854
2020-07-05,Africa,11.363,8.476
2020-07-05,Asia,62.2,13.406
2020-07-05,Europe,190.149,253.979
2020-07-05,North America,173.494,293.028
2020-07-05,Oceania,0.128,2.999
2020-07-05,South America,123.728,287.232
2020-07-06,Africa,11.612,8.662
2020-07-06,Asia,63.362,13.656
2020-07-06,Europe,190.431,254.356
2020-07-06,North America,174.461,294.662
2020-07-06,Oceania,0.128,2.999
2020-07-06,South America,125.306,290.895
2020-07-07,Africa,11.977,8.934
2020-07-07,Asia,64.521,13.906
2020-07-07,Europe,190.9,254.982
2020-07-07,North America,176.626,298.318
2020-07-07,Oceania,0.128,2.999
2020-07-07,South America,127.488,295.961
2020-07-08,Africa,12.232,9.124
2020-07-08,Asia,65.569,14.132
2020-07-08,Europe,191.337,255.566
2020-07-08,North America,178.344,301.22
2020-07-08,Oceania,0.128,2.999
2020-07-08,South America,129.659,301.001
2020-07-09,Africa,12.458,9.293
2020-07-09,Asia,66.693,14.374
2020-07-09,Europe,191.724,256.083
2020-07-09,North America,180.197,304.35
2020-07-09,Oceania,0.128,2.999
2020-07-09,South America,131.858,306.106
2020-07-10,Africa,12.768,9.524
2020-07-10,Asia,67.774,14.607
2020-07-10,Europe,192.112,256.601
2020-07-10,North America,181.844,307.131
2020-07-10,Oceania,0.129,3.023
2020-07-10,South America,134.062,311.222
2020-07-11,Africa,12.988,9.688
2020-07-11,Asia,68.914,14.853
2020-07-11,Europe,192.452,257.055
2020-07-11,North America,183.23,309.472
2020-07-11,Oceania,0.13,3.046
2020-07-11,South America,136.187,316.155
2020-07-12,Africa,13.245,9.88
2020-07-12,Asia,70.359,15.164
2020-07-12,Europe,192.673,257.35
2020-07-12,North America,184.079,310.906
2020-07-12,Oceania,0.13,3.046
2020-07-12,South America,137.79,319.877
2020-07-13,Africa,13.463,10.043
2020-07-13,Asia,71.538,15.418
2020-07-13,Europe,192.915,257.673
2020-07-13,North America,185.103,312.636
2020-07-13,Oceania,0.13,3.046
2020-07-13,South America,139.442,323.712
2020-07-14,Africa,13.762,10.266
2020-07-14,Asia,72.697,15.668
2020-07-14,Europe,193.292,258.177
2020-07-14,North America,186.992,315.826
2020-07-14,Oceania,0.133,3.116
2020-07-14,South America,141.719,328.998
2020-07-15,Africa,13.988,10.434
2020-07-15,Asia,73.923,15.932
2020-07-15,Europe,193.71,258.735
2020-07-15,North America,188.686,318.687
2020-07-15,Oceania,0.135,3.163
2020-07-15,South America,144.008,334.312
2020-07-16,Africa,14.358,10.71
2020-07-16,Asia,75.203,16.208
2020-07-16,Europe,194.083,259.234
2020-07-16,North America,190.428,321.63
2020-07-16,Oceania,0.138,3.234
2020-07-16,South America,146.423,339.918
2020-07-17,Africa,14.673,10.945
2020-07-17,Asia,76.554,16.499
2020-07-17,Europe,194.453,259.728
2020-07-17,North America,192.216,324.65
2020-07-17,Oceania,0.14,3.28
2020-07-17,South America,149.64,347.386
2020-07-18,Africa,14.955,11.155
2020-07-18,Asia,78.473,16.913
2020-07-18,Europe,194.7,260.058
2020-07-18,North America,193.78,327.291
2020-07-18,Oceania,0.144,3.374
2020-07-18,South America,152.197,353.322
2020-07-19,Africa,15.169,11.315
2020-07-19,Asia,79.968,17.235
2020-07-19,Europe,194.887,260.307
2020-07-19,North America,194.665,328.786
2020-07-19,Oceania,0.145,3.398
2020-07-19,South America,154.096,357.731
2020-07-20,Africa,15.423,11.505
2020-07-20,Asia,81.371,17.537
2020-07-20,Europe,195.118,260.616
2020-07-20,North America,195.64,330.433
2020-07-20,Oceania,0.148,3.468
2020-07-20,South America,155.257,360.426
2020-07-21,Africa,15.737,11.739
2020-07-21,Asia,82.662,17.816
2020-07-21,Europe,195.459,261.071
2020-07-21,North America,197.786,334.057
2020-07-21,Oceania,0.15,3.515
2020-07-21,South America,157.562,365.777
2020-07-22,Africa,16.445,12.267
2020-07-22,Asia,84.488,18.209
2020-07-22,Europe,195.808,261.538
2020-07-22,North America,199.909,337.643
2020-07-22,Oceania,0.155,3.632
2020-07-22,South America,159.907,371.221
2020-07-23,Africa,16.714,12.468
2020-07-23,Asia,86.015,18.538
2020-07-23,Europe,196.133,261.972
2020-07-23,North America,201.818,340.867
2020-07-23,Oceania,0.161,3.772
2020-07-23,South America,162.494,377.226
2020-07-24,Africa,17.104,12.758
2020-07-24,Asia,87.354,18.827
2020-07-24,Europe,196.492,262.451
2020-07-24,North America,203.835,344.274
2020-07-24,Oceania,0.167,3.913
2020-07-24,South America,164.84,382.673
2020-07-25,Africa,17.521,13.07
2020-07-25,Asia,88.633,19.103
2020-07-25,Europe,196.755,262.803
2020-07-25,North America,205.633,347.311
2020-07-25,Oceania,0.177,4.147
2020-07-25,South America,167.223,388.205
2020-07-26,Africa,17.766,13.252
2020-07-26,Asia,89.949,19.386
2020-07-26,Europe,196.952,263.066
2020-07-26,North America,206.572,348.897
2020-07-26,Oceania,0.183,4.288
2020-07-26,South America,168.847,391.975
2020-07-27,Africa,18.175,13.557
2020-07-27,Asia,91.156,19.646
2020-07-27,Europe,197.162,263.346
2020-07-27,North America,208.199,351.645
2020-07-27,Oceania,0.189,4.429
2020-07-27,South America,170.62,396.091
2020-07-28,Africa,18.497,13.798
2020-07-28,Asia,92.71,19.981
2020-07-28,Europe,197.49,263.784
2020-07-28,North America,210.535,355.59
2020-07-28,Oceania,0.198,4.639
2020-07-28,South America,172.793,401.135
2020-07-29,Africa,18.864,14.071
2020-07-29,Asia,94.003,20.26
2020-07-29,Europe,197.891,264.32
2020-07-29,North America,212.6,359.078
2020-07-29,Oceania,0.212,4.967
2020-07-29,South America,175.662,407.796
2020-07-30,Africa,19.318,14.41
2020-07-30,Asia,95.374,20.555
2020-07-30,Europe,198.215,264.753
2020-07-30,North America,214.639,362.522
2020-07-30,Oceania,0.22,5.155
2020-07-30,South America,178.11,413.479
2020-07-31,Africa,19.682,14.682
2020-07-31,Asia,96.726,20.847
2020-07-31,Europe,198.578,265.237
2020-07-31,North America,216.71,366.02
2020-07-31,Oceania,0.226,5.295
2020-07-31,South America,180.535,419.108
2020-08-01,Africa,19.974,14.899
2020-08-01,Asia,98.074,21.137
2020-08-01,Europe,198.813,265.551
2020-08-01,North America,218.706,369.391
2020-08-01,Oceania,0.233,5.46
2020-08-01,South America,182.738,424.223
2020-08-02,Africa,20.306,15.147
2020-08-02,Asia,99.367,21.416
2020-08-02,Europe,199.016,265.822
2020-08-02,North America,219.514,370.755
2020-08-02,Oceania,0.246,5.764
2020-08-02,South America,184.494,428.299
2020-08-03,Africa,20.627,15.386
2020-08-03,Asia,101.025,21.773
2020-08-03,Europe,199.279,266.174
2020-08-03,North America,220.445,372.328
2020-08-03,Oceania,0.257,6.022
2020-08-03,South America,186.376,432.668
2020-08-04,Africa,21.099,15.738
2020-08-04,Asia,102.441,22.079
2020-08-04,Europe,199.639,266.655
2020-08-04,North America,222.716,376.164
2020-08-04,Oceania,0.272,6.373
2020-08-04,South America,188.836,438.379
2020-08-05,Africa,21.638,16.141
2020-08-05,Asia,103.915,22.396
2020-08-05,Europe,200.02,267.164
2020-08-05,North America,225.112,380.21
2020-08-05,Oceania,0.28,6.561
2020-08-05,South America,191.527,444.626
2020-08-06,Africa,22.069,16.462
2020-08-06,Asia,105.309,22.697
2020-08-06,Europe,200.347,267.6
2020-08-06,North America,227.318,383.936
2020-08-06,Oceania,0.292,6.842
2020-08-06,South America,194.046,450.474
2020-08-07,Africa,22.508,16.79
2020-08-07,Asia,106.74,23.005
2020-08-07,Europe,200.661,268.02
2020-08-07,North America,229.484,387.595
2020-08-07,Oceania,0.304,7.123
2020-08-07,South America,196.381,455.894
2020-08-08,Africa,22.921,17.098
2020-08-08,Asia,108.089,23.296
2020-08-08,Europe,200.953,268.41
2020-08-08,North America,231.367,390.775
2020-08-08,Oceania,0.321,7.521
2020-08-08,South America,198.495,460.802
2020-08-09,Africa,23.279,17.365
2020-08-09,Asia,109.637,23.629
2020-08-09,Europe,201.156,268.681
2020-08-09,North America,232.295,392.342
2020-08-09,Oceania,0.339,7.943
2020-08-09,South America,200.24,464.853
2020-08-10,Africa,23.598,17.603
2020-08-10,Asia,111.34,23.996
2020-08-10,Europe,201.492,269.13
2020-08-10,North America,233.735,394.774
2020-08-10,Oceania,0.357,8.365
2020-08-10,South America,202.152,469.292
2020-08-11,Africa,23.867,17.803
2020-08-11,Asia,112.698,24.289
2020-08-11,Europe,201.824,269.573
2020-08-11,North America,235.769,398.21
2020-08-11,Oceania,0.378,8.857
2020-08-11,South America,204.751,475.325
2020-08-12,Africa,24.277,18.109
2020-08-12,Asia,114.255,24.625
2020-08-12,Europe,202.172,270.038
2020-08-12,North America,238.13,402.198
2020-08-12,Oceania,0.387,9.068
2020-08-12,South America,207.012,480.574
2020-08-13,Africa,24.682,18.411
2020-08-13,Asia,115.76,24.949
2020-08-13,Europe,202.537,270.525
2020-08-13,North America,239.927,405.233
2020-08-13,Oceania,0.401,9.396
2020-08-13,South America,209.757,486.947
2020-08-14,Africa,25.098,18.721
2020-08-14,Asia,117.233,25.267
2020-08-14,Europe,202.868,270.968
2020-08-14,North America,241.991,408.719
2020-08-14,Oceania,0.405,9.49
2020-08-14,South America,212.133,492.462
2020-08-15,Africa,25.338,18.901
2020-08-15,Asia,118.83,25.611
2020-08-15,Europe,203.316,271.566
2020-08-15,North America,243.724,411.646
2020-08-15,Oceania,0.422,9.888
2020-08-15,South America,214.103,497.036
2020-08-16,Africa,25.633,19.121
2020-08-16,Asia,120.322,25.932
2020-08-16,Europe,203.515,271.832
2020-08-16,North America,244.644,413.2
2020-08-16,Oceania,0.447,10.474
2020-08-16,South America,215.799,500.973
2020-08-17,Africa,25.897,19.317
2020-08-17,Asia,121.687,26.227
2020-08-17,Europe,203.771,272.174
2020-08-17,North America,245.491,414.63
2020-08-17,Oceania,0.464,10.872
2020-08-17,South America,217.574,505.094
2020-08-18,Africa,26.312,19.627
2020-08-18,Asia,123.462,26.609
2020-08-18,Europe,204.127,272.649
2020-08-18,North America,247.571,418.143
2020-08-18,Oceania,0.476,11.153
2020-08-18,South America,220.153,511.081
2020-08-19,Africa,26.64,19.872
2020-08-19,Asia,125.046,26.95
2020-08-19,Europe,204.59,273.268
2020-08-19,North America,249.729,421.788
2020-08-19,Oceania,0.489,11.458
2020-08-19,South America,222.726,517.054
2020-08-20,Africa,26.977,20.123
2020-08-20,Asia,126.595,27.284
2020-08-20,Europe,204.935,273.728
2020-08-20,North America,251.554,424.87
2020-08-20,Oceania,0.499,11.692
2020-08-20,South America,225.072,522.5
2020-08-21,Africa,27.329,20.386
2020-08-21,Asia,127.604,27.502
2020-08-21,Europe,205.255,274.156
2020-08-21,North America,253.256,427.745
2020-08-21,Oceania,0.512,11.997
2020-08-21,South America,227.411,527.93
2020-08-22,Africa,27.603,20.59
2020-08-22,Asia,129.021,27.807
2020-08-22,Europe,205.561,274.565
2020-08-22,North America,254.927,430.567
2020-08-22,Oceania,0.529,12.395
2020-08-22,South America,229.534,532.858
2020-08-23,Africa,27.785,20.726
2020-08-23,Asia,130.358,28.095
2020-08-23,Europe,205.768,274.841
2020-08-23,North America,255.774,431.998
2020-08-23,Oceania,0.544,12.747
2020-08-23,South America,231.207,536.742
2020-08-24,Africa,28.005,20.89
2020-08-24,Asia,131.836,28.414
2020-08-24,Europe,206.045,275.211
2020-08-24,North America,256.679,433.527
2020-08-24,Oceania,0.552,12.934
2020-08-24,South America,233.142,541.234
2020-08-25,Africa,28.288,21.101
2020-08-25,Asia,133.335,28.737
2020-08-25,Europe,206.449,275.751
2020-08-25,North America,258.653,436.861
2020-08-25,Oceania,0.576,13.496
2020-08-25,South America,235.592,546.922
2020-08-26,Africa,28.607,21.339
2020-08-26,Asia,135.017,29.099
2020-08-26,Europe,206.709,276.098
2020-08-26,North America,260.586,440.125
2020-08-26,Oceania,0.599,14.035
2020-08-26,South America,237.934,552.359
2020-08-27,Africa,28.86,21.528
2020-08-27,Asia,136.659,29.453
2020-08-27,Europe,207.089,276.605
2020-08-27,North America,262.353,443.11
2020-08-27,Oceania,0.611,14.317
2020-08-27,South America,240.095,557.376
2020-08-28,Africa,29.091,21.7
2020-08-28,Asia,138.253,29.797
2020-08-28,Europe,207.42,277.048
2020-08-28,North America,264.004,445.898
2020-08-28,Oceania,0.629,14.738
2020-08-28,South America,242.132,562.104
2020-08-29,Africa,29.422,21.947
2020-08-29,Asia,139.742,30.118
2020-08-29,Europe,207.705,277.428
2020-08-29,North America,265.694,448.753
2020-08-29,Oceania,0.64,14.996
2020-08-29,South America,243.95,566.325
2020-08-30,Africa,29.586,22.069
2020-08-30,Asia,141.291,30.452
2020-08-30,Europe,207.91,277.702
2020-08-30,North America,266.531,450.166
2020-08-30,Oceania,0.681,15.957
2020-08-30,South America,245.476,569.868
2020-08-31,Africa,29.812,22.238
2020-08-31,Asia,142.607,30.735
2020-08-31,Europe,208.267,278.179
2020-08-31,North America,267.431,451.686
2020-08-31,Oceania,0.686,16.074
2020-08-31,South America,247.053,573.528
2020-09-01,Africa,30.054,22.418
2020-09-01,Asia,144.198,31.078
2020-09-01,Europe,208.698,278.755
2020-09-01,North America,269.39,454.995
2020-09-01,Oceania,0.692,16.215
2020-09-01,South America,249.493,579.193
2020-09-02,Africa,30.319,22.616
2020-09-02,Asia,145.864,31.437
2020-09-02,Europe,209.102,279.294
2020-09-02,North America,271.151,457.969
2020-09-02,Oceania,0.707,16.566
2020-09-02,South America,251.738,584.405
2020-09-03,Africa,30.616,22.838
2020-09-03,Asia,147.555,31.802
2020-09-03,Europe,209.494,279.818
2020-09-03,North America,272.824,460.795
2020-09-03,Oceania,0.766,17.948
2020-09-03,South America,253.703,588.966
2020-09-04,Africa,30.854,23.015
